Summary,Temperature (C),Humidity,Wind Speed (km/h)
Mostly Cloudy,11.20555556,0.79,20.7046
Mostly Cloudy,12.85,0.7,20.1572
Mostly Cloudy,13.96111111,0.63,23.9729
Mostly Cloudy,14.97777778,0.51,23.9568
Overcast,14.02777778,0.57,22.6849
Mostly Cloudy,15.02222222,0.51,26.7743
Mostly Cloudy,15.04444444,0.54,20.8817
Overcast,15.08888889,0.5,17.1948
Overcast,14.95,0.51,14.1197
Overcast,13.81666667,0.59,11.1251
Overcast,12.91666667,0.64,11.6886
Overcast,13.83888889,0.59,14.2324
Overcast,12.75555556,0.69,6.2629
Overcast,12.65,0.74,18.1286
Overcast,11.68888889,0.8,11.3183
Overcast,10.62777778,0.88,6.5527
Overcast,5.666666667,0.91,8.7262
Overcast,10.05,0.92,6.6171
Overcast,9.977777778,0.93,2.5921
Overcast,9.777777778,0.95,5.4579
Overcast,8.661111111,0.99,4.7334
Overcast,7.55,0.95,20.3504
Overcast,7.233333333,0.93,13.846
Overcast,6.044444444,0.92,23.6187
Overcast,6.094444444,0.85,22.0892
Overcast,6.116666667,0.82,22.1697
Overcast,6.066666667,0.86,17.7583
Overcast,6.038888889,0.93,17.4524
Overcast,6.888888889,0.93,22.4595
Overcast,7.061111111,0.86,16.1161
Overcast,6.038888889,0.93,20.4631
Overcast,6.072222222,0.93,21.1393
Overcast,5.044444444,0.93,20.6885
Overcast,5.022222222,0.92,14.0231
Overcast,5.033333333,0.93,14.9408
Overcast,5,0.93,11.1251
Overcast,4.977777778,0.93,14.1197
Overcast,4.933333333,0.87,15.939
Overcast,4.466666667,0.92,13.9748
Overcast,4.444444444,0.92,14.329
Clear,4.011111111,0.83,12.1555
Overcast,4.905555556,0.86,13.7977
Overcast,4.883333333,0.83,10.8836
Overcast,4.388888889,0.89,13.3952
Overcast,4.838888889,0.86,16.8889
Overcast,4.811111111,0.83,15.3433
Mostly Cloudy,4.944444444,0.84,18.1769
Mostly Cloudy,7.2,0.65,17.3719
Partly Cloudy,7.777777778,0.67,16.261
Mostly Cloudy,8.727777778,0.64,12.9122
Mostly Cloudy,8.983333333,0.57,20.4953
Partly Cloudy,10,0.5,23.2162
Mostly Cloudy,10.09444444,0.55,19.2878
Partly Cloudy,11.06111111,0.46,14.2646
Partly Cloudy,10.13888889,0.42,12.558
Partly Cloudy,11.01111111,0.42,9.3541
Partly Cloudy,10.11666667,0.49,7.6636
Partly Cloudy,7.916666667,0.57,4.4597
Partly Cloudy,7.333333333,0.63,2.6243
Partly Cloudy,5.05,0.75,3.059
Clear,3.933333333,0.76,6.2629
Partly Cloudy,4.094444444,0.77,6.3434
Partly Cloudy,3.8,0.82,6.2146
Clear,2.688888889,0.85,10.2879
Clear,5.066666667,0.81,5.635
Clear,2.6,0.85,6.0536
Partly Cloudy,1.583333333,0.92,5.9248
Partly Cloudy,2.155555556,0.9,3.2361
Clear,0.955555556,0.92,1.5939
Clear,0.955555556,0.92,4.5724
Clear,5.594444444,0.82,0.2254
Clear,9.822222222,0.66,14.49
Clear,11.07222222,0.54,1.6744
Partly Cloudy,11.05555556,0.48,6.9391
Partly Cloudy,12.24444444,0.43,7.1323
Partly Cloudy,12.85,0.41,9.1609
Partly Cloudy,12.88888889,0.38,9.5795
Partly Cloudy,12.91666667,0.4,9.4829
Partly Cloudy,13.88888889,0.46,10.3845
Partly Cloudy,13.02222222,0.48,12.2038
Clear,12.38333333,0.49,12.4453
Clear,10.20555556,0.57,9.8371
Clear,9.144444444,0.62,7.6475
Clear,7.827777778,0.68,9.7405
Clear,7.733333333,0.65,6.7459
Clear,7.144444444,0.69,6.2146
Clear,6.016666667,0.74,6.4078
Clear,5.461111111,0.76,6.601
Partly Cloudy,8.244444444,0.72,13.3791
Clear,3.838888889,0.82,6.6332
Clear,2.244444444,0.91,3.4776
Clear,2.022222222,0.93,6.2307
Clear,2.172222222,0.92,10.7065
Clear,3.661111111,0.89,10.7226
Clear,6.111111111,0.79,11.8979
Partly Cloudy,10.00555556,0.66,11.4793
Clear,12.24444444,0.52,17.8066
Clear,12.93888889,0.5,19.6259
Partly Cloudy,13.98333333,0.5,20.6241
Partly Cloudy,15.09444444,0.44,16.0839
Partly Cloudy,16.25,0.43,14.7798
Mostly Cloudy,17.26666667,0.41,16.1
Mostly Cloudy,17.28888889,0.38,16.2288
Overcast,17.38888889,0.37,14.1358
Mostly Cloudy,17.28888889,0.38,14.49
Partly Cloudy,15.08888889,0.44,9.7083
Partly Cloudy,11.71111111,0.58,10.3845
Partly Cloudy,11.16111111,0.61,10.9319
Partly Cloudy,10.02777778,0.68,11.1734
Partly Cloudy,10.13888889,0.65,13.6206
Partly Cloudy,21.01666667,0.87,3.22
Clear,19.44444444,0.9,6.0375
Mostly Cloudy,20.72222222,0.81,9.2253
Partly Cloudy,18.79444444,0.93,5.9248
Partly Cloudy,17.73333333,0.93,3.1234
Partly Cloudy,17.60555556,0.95,2.9302
Partly Cloudy,18.73333333,0.93,7.8407
Partly Cloudy,22.55555556,0.8,1.61
Partly Cloudy,24.76111111,0.7,3.1717
Partly Cloudy,27.17222222,0.56,1.7388
Mostly Cloudy,28.91111111,0.55,2.9463
Mostly Cloudy,30.95555556,0.42,2.7531
Mostly Cloudy,32.17222222,0.38,7.728
Mostly Cloudy,32.12777778,0.32,7.3416
Mostly Cloudy,31.98333333,0.35,7.1645
Mostly Cloudy,32.53888889,0.38,12.6224
Partly Cloudy,31.97777778,0.4,12.0911
Mostly Cloudy,32.01111111,0.41,8.9194
Mostly Cloudy,30.94444444,0.39,13.4113
Mostly Cloudy,28.57222222,0.5,7.9695
Mostly Cloudy,27.09444444,0.59,6.2307
Mostly Cloudy,24.69444444,0.65,4.4275
Partly Cloudy,24.13888889,0.7,12.8478
Mostly Cloudy,23.12222222,0.77,11.8496
Partly Cloudy,15.56111111,0.92,3.3327
Partly Cloudy,15.49444444,0.87,3.3649
Mostly Cloudy,16.53888889,0.91,3.6225
Partly Cloudy,13.8,0.9,3.2039
Partly Cloudy,13.31666667,0.9,3.1234
Partly Cloudy,12.60555556,0.92,3.6064
Clear,12.32777778,0.93,3.0912
Partly Cloudy,14.96666667,0.87,4.508
Mostly Cloudy,16.26111111,0.87,8.6135
Foggy,16.25,0.92,9.3058
Partly Cloudy,18.88888889,0.89,10.6421
Partly Cloudy,21.35,0.76,14.0392
Mostly Cloudy,21.20555556,0.76,13.9426
Partly Cloudy,22.33888889,0.72,10.8192
Mostly Cloudy,23.03333333,0.66,10.2074
Mostly Cloudy,23.91111111,0.62,9.4024
Mostly Cloudy,24.97777778,0.51,7.6636
Mostly Cloudy,23.8,0.58,9.0482
Mostly Cloudy,23.59444444,0.53,7.5992
Mostly Cloudy,22.50555556,0.68,11.27
Mostly Cloudy,20.01666667,0.78,12.2682
Mostly Cloudy,19.91111111,0.74,16.1966
Overcast,19.35555556,0.76,13.2664
Overcast,17.88333333,0.85,12.6868
Overcast,17.25,0.89,10.5294
Overcast,16.62777778,0.92,6.3756
Mostly Cloudy,15.84444444,0.84,3.5259
Overcast,17,0.92,2.6565
Overcast,17.06666667,0.86,6.6332
Overcast,16.50555556,0.79,6.9874
Mostly Cloudy,14.98333333,0.83,9.4507
Partly Cloudy,16.02222222,0.81,12.3809
Mostly Cloudy,16.16111111,0.81,15.8746
Mostly Cloudy,18.84444444,0.68,22.1053
Mostly Cloudy,21.11666667,0.68,20.2055
Partly Cloudy,22.50555556,0.62,15.1501
Partly Cloudy,23.79444444,0.54,17.2431
Partly Cloudy,23.88888889,0.51,15.5848
Partly Cloudy,25.83333333,0.44,16.422
Partly Cloudy,25.92777778,0.43,21.6867
Partly Cloudy,25,0.42,20.0767
Partly Cloudy,24.94444444,0.43,18.6599
Partly Cloudy,24.92777778,0.45,16.9855
Partly Cloudy,22.8,0.51,12.397
Partly Cloudy,19.33888889,0.7,7.3255
Partly Cloudy,17.80555556,0.78,4.7817
Mostly Cloudy,17.78333333,0.75,3.4615
Mostly Cloudy,16.48888889,0.79,6.3434
Mostly Cloudy,15.69444444,0.83,6.5044
Mostly Cloudy,15.62777778,0.81,3.3649
Mostly Cloudy,16.21111111,0.93,4.2182
Mostly Cloudy,15.57777778,0.84,6.2951
Mostly Cloudy,15.57777778,0.81,3.3166
Mostly Cloudy,15.60555556,0.81,3.7191
Mostly Cloudy,15.05,0.83,7.7924
Mostly Cloudy,17.06666667,0.73,9.3219
Mostly Cloudy,17.48333333,0.72,7.4221
Overcast,17.66666667,0.71,8.7745
Overcast,18.8,0.69,8.7584
Clear,19.68333333,0.67,8.7423
Clear,18.82222222,0.78,10.626
Mostly Cloudy,20,0.77,4.7495
Mostly Cloudy,21.15,0.72,7.7924
Mostly Cloudy,23.65555556,0.67,11.0124
Mostly Cloudy,23.61666667,0.6,15.2145
Mostly Cloudy,23.81666667,0.62,10.6421
Partly Cloudy,22.03888889,0.7,25.0033
Mostly Cloudy,19.95,0.7,16.1644
Partly Cloudy,18.92222222,0.8,8.3237
Mostly Cloudy,17.26666667,0.88,7.8085
Partly Cloudy,16.17777778,0.9,5.957
Mostly Cloudy,15.83333333,0.93,6.3434
Mostly Cloudy,16.73333333,0.93,6.0053
Mostly Cloudy,16.71111111,0.97,13.1054
Overcast,16.26666667,0.97,5.474
Mostly Cloudy,16.13888889,0.97,11.0446
Partly Cloudy,16.08888889,0.97,3.0912
Mostly Cloudy,15.55555556,0.96,2.7692
Partly Cloudy,14.51666667,1,3.0268
Mostly Cloudy,17.08888889,0.99,10.8192
Mostly Cloudy,17.66666667,0.96,9.5956
Mostly Cloudy,19.79444444,0.85,10.5133
Mostly Cloudy,22.01666667,0.74,10.7709
Partly Cloudy,21.13888889,0.73,9.4668
Partly Cloudy,21.04444444,0.73,15.1018
Partly Cloudy,18.93888889,0.89,13.524
Overcast,18.91666667,0.9,3.381
Mostly Cloudy,20.05,0.78,4.7334
Partly Cloudy,21.06666667,0.73,9.0643
Mostly Cloudy,20.05,0.78,0.3703
Overcast,20,0.83,0.0644
Overcast,18.86666667,0.9,0.0322
Overcast,17.95555556,0.96,3.7835
Overcast,17.71111111,0.97,12.2199
Overcast,17.73333333,0.93,10.6099
Overcast,16.79444444,0.97,5.3935
Overcast,16.66666667,0.97,6.1824
Overcast,16.16111111,0.97,6.2951
Overcast,17.01111111,0.91,5.4096
Overcast,16.11666667,0.97,2.8658
Overcast,16.11666667,0.97,2.8497
Overcast,15.55555556,0.96,5.8121
Clear,14.00555556,1,3.0751
Partly Cloudy,16.11666667,0.93,9.3541
Mostly Cloudy,16.05,0.93,9.0643
Mostly Cloudy,16.21111111,0.99,7.5831
Overcast,17.80555556,0.89,7.728
Mostly Cloudy,18.88333333,0.84,5.2325
Mostly Cloudy,20.18888889,0.77,7.8729
Mostly Cloudy,22.26666667,0.67,11.0607
Partly Cloudy,22.35555556,0.7,12.9766
Partly Cloudy,23.86666667,0.54,10.8675
Partly Cloudy,23.88888889,0.58,9.5312
Partly Cloudy,22.95555556,0.56,11.8013
Partly Cloudy,22.47777778,0.58,10.8192
Partly Cloudy,20.85555556,0.7,4.5885
Mostly Cloudy,19.16111111,0.82,0.7728
Partly Cloudy,17.73333333,0.84,9.1126
Mostly Cloudy,18.23888889,0.81,6.2468
Mostly Cloudy,17.81666667,0.88,1.6261
Mostly Cloudy,17.71111111,0.84,12.9444
Overcast,17.2,0.9,3.0912
Partly Cloudy,15.30555556,0.9,2.6243
Mostly Cloudy,16.55,0.93,3.2522
Mostly Cloudy,16.09444444,0.96,6.0053
Mostly Cloudy,15.55,0.93,2.4633
Mostly Cloudy,14.93333333,0.93,4.7334
Partly Cloudy,17.08888889,0.93,7.9051
Partly Cloudy,18.65555556,0.85,7.3738
Partly Cloudy,19.81111111,0.79,11.0768
Partly Cloudy,21.06111111,0.73,7.7924
Partly Cloudy,22.20555556,0.63,11.1734
Partly Cloudy,22.75,0.57,12.558
Partly Cloudy,23.79444444,0.54,13.6045
Partly Cloudy,23.48333333,0.51,10.8353
Partly Cloudy,23.96111111,0.53,10.787
Partly Cloudy,24.95,0.5,10.8031
Partly Cloudy,23.95555556,0.53,12.3004
Partly Cloudy,23.95555556,0.5,12.2843
Partly Cloudy,23.86111111,0.54,3.0912
Partly Cloudy,19.26666667,0.75,0.5474
Partly Cloudy,17.28888889,0.87,3.1073
Clear,16.62222222,0.93,3.1395
Clear,16.67222222,0.87,3.3005
Partly Cloudy,15.07222222,0.93,2.2862
Partly Cloudy,14.51666667,0.93,3.0268
Partly Cloudy,17.84444444,0.8,12.3326
Partly Cloudy,14.44444444,0.93,3.1556
Partly Cloudy,13.88888889,0.96,3.1234
Mostly Cloudy,14.43333333,0.9,5.6028
Mostly Cloudy,14.92777778,0.87,4.6207
Partly Cloudy,17.04444444,0.82,8.9999
Partly Cloudy,18.78888889,0.78,8.694
Partly Cloudy,21.16111111,0.73,12.3004
Partly Cloudy,23.86666667,0.62,12.7029
Partly Cloudy,24.96666667,0.56,15.3594
Partly Cloudy,26.13333333,0.47,14.4417
Partly Cloudy,27.22222222,0.44,15.8907
Partly Cloudy,27.73888889,0.39,14.6349
Partly Cloudy,27.77777778,0.4,15.9229
Partly Cloudy,27.8,0.39,15.778
Partly Cloudy,27.87222222,0.37,13.5723
Mostly Cloudy,26.15555556,0.43,10.7226
Mostly Cloudy,23.97777778,0.54,7.9856
Mostly Cloudy,22.57222222,0.58,10.6421
Mostly Cloudy,21.13888889,0.6,10.8997
Partly Cloudy,20.43888889,0.67,10.9319
Partly Cloudy,20.42777778,0.7,10.3362
Partly Cloudy,19.35555556,0.74,11.0124
Partly Cloudy,18.75,0.76,10.8353
Clear,19.87777778,0.85,10.143
Partly Cloudy,17.22222222,0.84,13.9265
Partly Cloudy,16.64444444,0.87,14.3451
Partly Cloudy,16.55,0.88,10.0142
Clear,16.09444444,0.87,9.4829
Partly Cloudy,17.66666667,0.84,10.9963
Partly Cloudy,20.78333333,0.7,14.812
Partly Cloudy,22.73333333,0.67,15.4721
Partly Cloudy,26.01666667,0.55,16.8567
Clear,26.12777778,0.58,13.2825
Clear,28.83888889,0.51,9.66
Partly Cloudy,29.00555556,0.51,10.8031
Clear,31.03333333,0.45,7.6475
Clear,31.13333333,0.36,11.1734
Clear,31.13333333,0.41,11.27
Partly Cloudy,31.21111111,0.41,10.7709
Clear,30.02222222,0.48,11.0768
Clear,27.87222222,0.58,9.177
Partly Cloudy,25.40555556,0.66,7.9695
Partly Cloudy,22.75555556,0.79,4.6207
Partly Cloudy,22.68888889,0.79,6.5849
Clear,21.2,0.84,6.5044
Clear,21.55,0.81,6.3917
Clear,21.43888889,0.82,10.8353
Partly Cloudy,19.50555556,0.92,2.898
Partly Cloudy,19.86111111,0.88,13.4918
Partly Cloudy,19.33333333,0.87,10.948
Partly Cloudy,18.75,0.91,10.1591
Clear,18.84444444,0.9,7.9856
Mostly Cloudy,19.91111111,0.87,10.9963
Partly Cloudy,22.10555556,0.81,14.49
Clear,24.95,0.69,16.0195
Mostly Cloudy,25,0.74,11.1573
Mostly Cloudy,27.3,0.67,13.7816
Mostly Cloudy,27.96666667,0.62,16.0034
Mostly Cloudy,30.11666667,0.5,17.388
Mostly Cloudy,31.04444444,0.45,23.667
Mostly Cloudy,31.20555556,0.47,17.5168
Mostly Cloudy,32.17222222,0.42,16.2932
Mostly Cloudy,32.54444444,0.4,12.3809
Mostly Cloudy,31.03888889,0.44,10.1591
Mostly Cloudy,28.95555556,0.54,8.372
Partly Cloudy,26.47777778,0.64,7.7441
Partly Cloudy,22.91666667,0.73,8.05
Partly Cloudy,23.38333333,0.73,6.7298
Partly Cloudy,22.45,0.83,3.5098
Partly Cloudy,22.6,0.77,6.0536
Partly Cloudy,19.98333333,0.9,3.5581
Clear,20.95555556,0.87,3.0751
Clear,18.87222222,0.9,3.703
Clear,18.33888889,0.93,6.4078
Clear,18.85,0.93,5.6028
Clear,17.27777778,0.99,4.7978
Clear,19.91666667,0.87,4.9588
Clear,23.6,0.74,7.9212
Clear,25.99444444,0.61,10.9319
Clear,27.73333333,0.55,12.7029
Clear,28.79444444,0.5,15.9068
Clear,29.88333333,0.47,20.2538
Partly Cloudy,30.97222222,0.45,17.227
Partly Cloudy,31.91666667,0.41,11.2539
Partly Cloudy,32.12777778,0.42,15.4399
Partly Cloudy,32.12777778,0.39,17.3236
Partly Cloudy,31.08333333,0.44,17.1626
Partly Cloudy,31.01666667,0.44,12.3809
Partly Cloudy,27.26666667,0.64,10.8031
Partly Cloudy,25.45555556,0.68,0.8855
Partly Cloudy,22.8,0.84,4.6207
Partly Cloudy,23.21666667,0.79,6.1824
Clear,22.23888889,0.85,2.7853
Mostly Cloudy,20.41666667,0.84,23.8602
Mostly Cloudy,19.88333333,0.85,10.3684
Partly Cloudy,16.81111111,0.92,6.5688
Mostly Cloudy,19.37777778,0.9,10.1913
Overcast,18.86666667,0.93,4.9105
Mostly Cloudy,18.88333333,0.93,5.8121
Partly Cloudy,17.87222222,0.97,5.1198
Mostly Cloudy,18.93888889,0.99,4.8783
Overcast,20.08888889,0.92,9.7727
Overcast,21.08888889,0.87,12.3326
Mostly Cloudy,22.17777778,0.81,12.7995
Mostly Cloudy,23.53333333,0.71,16.1805
Mostly Cloudy,23.84444444,0.69,14.2646
Partly Cloudy,24.95555556,0.62,12.719
Partly Cloudy,25.92222222,0.58,10.7065
Mostly Cloudy,24.96111111,0.62,15.8746
Mostly Cloudy,24.79444444,0.58,17.0338
Mostly Cloudy,23.75555556,0.62,20.1572
Mostly Cloudy,22.12777778,0.68,21.8316
Mostly Cloudy,21.06111111,0.68,13.7172
Mostly Cloudy,21.06666667,0.68,10.4489
Mostly Cloudy,18.86666667,0.84,3.3649
Mostly Cloudy,18.26666667,0.84,6.4078
Mostly Cloudy,17.87777778,0.86,5.9731
Partly Cloudy,21.08888889,0.9,3.1878
Clear,21.55,0.87,6.1502
Clear,18.78333333,0.85,9.3058
Clear,19.97777778,0.93,3.2683
Clear,20.99444444,0.88,6.3595
Clear,19.98888889,0.88,4.7978
Clear,18.86666667,0.97,0
Clear,22.08888889,0.82,3.22
Clear,23.77222222,0.75,0.966
Clear,27.17777778,0.6,0.805
Clear,28.79444444,0.55,5.2486
Clear,30.86111111,0.55,8.8872
Clear,32.03888889,0.46,8.211
Partly Cloudy,32.58888889,0.5,11.3827
Partly Cloudy,32.63888889,0.44,13.7011
Mostly Cloudy,32.15,0.43,12.6546
Mostly Cloudy,31.08333333,0.45,14.2163
Partly Cloudy,32.07777778,0.42,8.7423
Mostly Cloudy,30.97222222,0.45,12.4453
Mostly Cloudy,28.86111111,0.55,7.5992
Mostly Cloudy,26.41111111,0.65,4.4758
Partly Cloudy,23.81666667,0.75,3.22
Mostly Cloudy,23.31111111,0.79,12.397
Partly Cloudy,24.53888889,0.72,11.9623
Breezy and Partly Cloudy,21.96666667,0.72,30.8315
Clear,19.88333333,0.79,20.0284
Clear,14.98888889,0.86,10.8353
Partly Cloudy,17.77777778,0.9,11.431
Partly Cloudy,17.22222222,0.89,11.5598
Mostly Cloudy,16.76666667,0.87,6.9874
Mostly Cloudy,17.17777778,0.81,12.4614
Mostly Cloudy,17.71111111,0.78,16.9211
Mostly Cloudy,17.76111111,0.83,10.6421
Mostly Cloudy,19.90555556,0.73,15.778
Mostly Cloudy,21.11666667,0.68,9.8532
Mostly Cloudy,21.19444444,0.68,9.5956
Mostly Cloudy,22.25,0.64,9.8371
Mostly Cloudy,21.25555556,0.72,7.9534
Mostly Cloudy,22.64444444,0.63,11.0607
Mostly Cloudy,22.80555556,0.62,10.8997
Mostly Cloudy,22.82777778,0.7,10.7548
Overcast,22.63333333,0.66,5.5223
Mostly Cloudy,20.18888889,0.82,12.2521
Mostly Cloudy,20.18333333,0.77,9.4024
Mostly Cloudy,19.07222222,0.88,4.9588
Mostly Cloudy,17.87222222,0.95,3.5259
Partly Cloudy,17.25,0.92,6.5849
Partly Cloudy,16.32777778,0.89,6.9552
Clear,15.05555556,0.87,6.9391
Clear,14.98888889,0.83,11.5598
Clear,13.20555556,0.95,4.4436
Clear,13.36666667,0.9,6.9552
Clear,14.31666667,0.84,11.5598
Clear,14.33888889,0.84,16.8889
Partly Cloudy,12.74444444,0.9,2.0286
Partly Cloudy,14.85,0.83,12.9444
Partly Cloudy,17.47222222,0.75,10.948
Partly Cloudy,19.97777778,0.64,15.8585
Partly Cloudy,22.17777778,0.59,12.8156
Partly Cloudy,22.7,0.53,15.1018
Partly Cloudy,23.91111111,0.48,19.9479
Partly Cloudy,24.95,0.42,13.5401
Partly Cloudy,25.01111111,0.39,13.8782
Partly Cloudy,25.01666667,0.42,14.5222
Partly Cloudy,24.92777778,0.42,14.5222
Partly Cloudy,23.99444444,0.44,10.9319
Partly Cloudy,23.81111111,0.45,16.0195
Partly Cloudy,21.16111111,0.59,11.3827
Partly Cloudy,19.85,0.65,9.0643
Partly Cloudy,17.2,0.86,3.6708
Mostly Cloudy,16.68888889,0.89,3.7835
Partly Cloudy,16.27777778,0.91,3.5742
Partly Cloudy,15.02777778,0.92,3.7191
Clear,13.96111111,0.95,3.7674
Clear,13.24444444,0.9,6.3112
Clear,13.31666667,0.93,3.9767
Clear,12.3,0.95,3.7191
Partly Cloudy,12.55,0.95,6.6815
Partly Cloudy,12.20555556,0.93,5.313
Partly Cloudy,13.80555556,0.93,9.6761
Partly Cloudy,16.15555556,0.81,13.8138
Partly Cloudy,17.78333333,0.78,14.4739
Partly Cloudy,19.93333333,0.68,15.7136
Partly Cloudy,21.08333333,0.62,19.0141
Mostly Cloudy,20.02777778,0.61,15.8746
Mostly Cloudy,20.07777778,0.68,14.1841
Partly Cloudy,20.97777778,0.63,14.0875
Partly Cloudy,22.33888889,0.63,13.7655
Partly Cloudy,23.73333333,0.54,13.7172
Partly Cloudy,22.66111111,0.54,13.9748
Partly Cloudy,22.77777778,0.57,11.4954
Partly Cloudy,21.13888889,0.63,13.8782
Partly Cloudy,18.03333333,0.73,8.4686
Partly Cloudy,16.21111111,0.81,1.9159
Partly Cloudy,16.09444444,0.84,6.3917
Partly Cloudy,15.57222222,0.87,6.4239
Partly Cloudy,13.9,0.92,3.3649
Partly Cloudy,13.85555556,0.9,3.381
Partly Cloudy,15.18888889,0.81,8.4042
Clear,11.67777778,0.96,3.059
Clear,11.09444444,0.96,3.3488
Clear,10.78888889,0.96,6.0375
Clear,11,0.93,4.508
Partly Cloudy,12.6,0.99,1.5617
Partly Cloudy,17.52222222,0.8,1.6905
Partly Cloudy,19.98888889,0.68,4.8139
Clear,22.25,0.59,9.8371
Partly Cloudy,22.94444444,0.52,10.1591
Partly Cloudy,24.95555556,0.47,11.2539
Partly Cloudy,25.05,0.45,11.109
Partly Cloudy,25.98333333,0.41,4.6529
Mostly Cloudy,26.13333333,0.43,8.2432
Mostly Cloudy,25.06666667,0.42,9.5956
Mostly Cloudy,25.21111111,0.38,7.8729
Partly Cloudy,25.04444444,0.42,11.2056
Partly Cloudy,22.33333333,0.53,8.1144
Partly Cloudy,20.31111111,0.6,5.3291
Partly Cloudy,17.75555556,0.7,7.6636
Partly Cloudy,18.17222222,0.69,6.2951
Partly Cloudy,17.26111111,0.72,10.4328
Partly Cloudy,17.06111111,0.71,10.6582
Partly Cloudy,16.62222222,0.71,6.5044
Partly Cloudy,14.76111111,0.91,1.5939
Mostly Cloudy,15.06666667,0.8,3.1717
Partly Cloudy,16.16111111,0.81,3.3649
Mostly Cloudy,15.11666667,0.9,9.499
Mostly Cloudy,15.02222222,0.87,4.669
Mostly Cloudy,17.10555556,0.76,10.787
Mostly Cloudy,17.29444444,0.76,10.6582
Mostly Cloudy,20.9,0.73,9.5312
Mostly Cloudy,22.65,0.62,15.8907
Partly Cloudy,22.58888889,0.63,12.4131
Partly Cloudy,22.03888889,0.65,14.0231
Overcast,22.22222222,0.64,4.3148
Overcast,22.33333333,0.65,9.4185
Partly Cloudy,22.82777778,0.66,9.3058
Partly Cloudy,23.81666667,0.59,15.6492
Partly Cloudy,22.86111111,0.62,9.9981
Partly Cloudy,22.7,0.66,14.5705
Mostly Cloudy,22.01666667,0.65,12.6546
Partly Cloudy,19.92222222,0.74,8.5652
Mostly Cloudy,17.71111111,0.84,8.4686
Clear,17.22222222,0.81,5.4096
Mostly Cloudy,17.25555556,0.84,4.1538
Mostly Cloudy,16.06666667,0.87,6.5044
Mostly Cloudy,16.02222222,0.9,3.5259
Partly Cloudy,15.09444444,0.82,10.0142
Partly Cloudy,13.79444444,0.96,2.3828
Mostly Cloudy,13.35555556,0.96,9.0321
Mostly Cloudy,13.91666667,0.95,2.9141
Overcast,13.83888889,0.93,1.771
Mostly Cloudy,13.88888889,1,8.0178
Mostly Cloudy,15.2,0.93,7.7119
Clear,17.75,0.84,5.1681
Partly Cloudy,21.03888889,0.64,7.4382
Partly Cloudy,22.2,0.59,10.8997
Partly Cloudy,22.77777778,0.51,10.6904
Partly Cloudy,23.88888889,0.48,8.6457
Partly Cloudy,24.81111111,0.45,7.728
Mostly Cloudy,24.92777778,0.45,9.8693
Mostly Cloudy,24.92777778,0.42,12.6224
Mostly Cloudy,24.87222222,0.42,3.0107
Clear,23.83888889,0.45,8.4686
Clear,22.17222222,0.55,5.2647
Mostly Cloudy,18.46111111,0.69,5.1359
Partly Cloudy,16.13333333,0.81,3.5259
Partly Cloudy,15.55555556,0.84,6.4078
Partly Cloudy,15.6,0.81,6.2951
Partly Cloudy,14.07222222,0.85,6.2468
Partly Cloudy,14.46111111,0.83,6.3434
Mostly Cloudy,16.72222222,0.83,13.2342
Partly Cloudy,15.48888889,0.79,3.1878
Clear,13.88888889,0.9,3.3005
Partly Cloudy,12.67222222,0.9,3.4776
Mostly Cloudy,13.83888889,0.9,0.3703
Clear,15.05,0.87,7.9373
Partly Cloudy,17.71111111,0.79,7.7763
Partly Cloudy,21,0.63,5.4096
Partly Cloudy,22.66666667,0.57,7.9373
Partly Cloudy,23.66666667,0.51,4.4275
Partly Cloudy,24.93333333,0.45,9.3058
Mostly Cloudy,24.86111111,0.46,10.5777
Mostly Cloudy,24.83888889,0.42,7.2933
Mostly Cloudy,25,0.45,0.644
Clear,26.11111111,0.39,4.3148
Mostly Cloudy,25.91111111,0.4,4.3309
Clear,23.88888889,0.48,6.9391
Clear,21.11111111,0.59,3.22
Partly Cloudy,18.24444444,0.72,4.508
Partly Cloudy,17.24444444,0.75,0.6118
Partly Cloudy,16.17777778,0.81,3.5259
Partly Cloudy,17.79444444,0.74,5.5223
Mostly Cloudy,16.66666667,0.78,3.4615
Mostly Cloudy,16.18888889,0.81,8.1144
Mostly Cloudy,13.35,0.95,4.7978
Overcast,15.55555556,0.93,20.8656
Overcast,15,0.93,24.0695
Overcast,14.51666667,0.96,16.2932
Mostly Cloudy,15,0.93,20.7368
Overcast,15,0.93,14.6188
Overcast,15,0.94,14.5544
Overcast,15.11666667,0.93,12.5258
Overcast,15.11666667,0.93,15.4882
Mostly Cloudy,16.24444444,0.92,12.2682
Mostly Cloudy,17.87222222,0.84,9.5795
Mostly Cloudy,19.05,0.73,3.0751
Mostly Cloudy,20.91666667,0.67,4.0572
Partly Cloudy,21.06111111,0.63,8.3398
Partly Cloudy,21.11111111,0.63,8.6135
Partly Cloudy,21.21111111,0.61,8.5008
Mostly Cloudy,20.07222222,0.67,8.2271
Mostly Cloudy,17.89444444,0.77,8.1305
Mostly Cloudy,17.48888889,0.79,5.3291
Mostly Cloudy,16.16111111,0.86,9.8854
Clear,16.16111111,0.81,8.3398
Clear,15.16666667,0.87,6.8747
Clear,13.87222222,0.93,3.4776
Partly Cloudy,12.75555556,0.96,6.2307
Mostly Cloudy,12,0.95,3.2039
Clear,12.75,1,4.8783
Mostly Cloudy,13.35555556,0.96,6.2468
